,PK_PERSON,CREATED,Hire,Expire,job_title,position_title,grade_title,function_title,business_unit_name,department_name,location_title,country,location_country
1438,28314136,2024-05-06,2024-05-06,2025-08-27,Product Marketing Manager,P-02314 Product Marketing Manager (Position Vacate:05/30/2025),P3,Product Marketing,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1439,20344301,2022-03-14,2022-03-14,2023-04-03,HX Coordinator,P-01618 Default - Contingent Worker (Close:04/01/2023),,People & Places,Finance & Operations (Scott Dussault),Human Experience,LOC-0003,IRELAND,IRELAND - LOC-0003
1440,15934940,2021-06-03,2021-06-07,2025-08-27,"Senior Manager, Account Based Marketing","P-00944 Senior Manager, Account Based Marketing (Position Vacate:05/30/2025)",M4,Demand Generation,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1441,4183948,2014-01-22,2014-01-06,,Workplace Experience Events Manager,P-00120 Workplace Experience Events Manager,P3,Workplace Experience - USA,Human Experience (KeyAnna Schmiedl),Human Experience,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1442,19194578,2021-12-30,2021-12-28,2025-08-27,Executive Assistant,P-01058 Executive Assistant (Position Vacate:05/30/2025),P3,Administrative,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1443,10939734,2019-03-26,2019-03-27,,"Manager, Recruitment","P-00454 Manager, Recruitment",M3,Recruiting,Human Experience (KeyAnna Schmiedl),Human Experience,LOC-0003,IRELAND,IRELAND - LOC-0003
1444,15641063,2021-04-13,2021-04-12,2023-01-20,Media Relations Director,"P-01069 Director, Media Relations",P5,Public Relations,President (Thomas Libretto),Marketing,LOC-0001,UNITED STATES,UNITED STATES - LOC-0001
1445,29077429,2024-09-12,2024-09-11,2025-03-06,Business Development Representative,P-01526 Business Development Representative,P2,Inside Sales,President (Thomas Libretto),Marketing,LOC-0003,IRELAND,IRELAND - LOC-0003
1446,20421444,2022-03-21,2022-03-21,,Marketing Automation Manager,P-01659 Marketing Automation Manager,P3,GTM Strategy and Operations,President (Thomas Libretto),GTM Strategy and Operations,Maryland_Remote,UNITED STATES,UNITED STATES - Maryland_Remote
1447,26638088,2023-07-11,2023-07-10,2025-08-27,Content Marketing Specialist,P-02107 Content Specialist (Position Vacate:05/30/2025),P1,Demand Generation,President (Thomas Libretto),Marketing,LOC-0018,UNITED STATES,UNITED STATES - LOC-0018
1448,2800139,2012-03-23,2012-03-19,2023-01-04,Senior Marketing Manager,P-00072 Sr. Manager Internal Events Logistics,P4,Field Marketing,Marketing (Thomas Libretto),Marketing,LOCATION-3-71,UNITED STATES,UNITED STATES - LOCATION-3-71
1449,28560397,2024-06-17,2024-06-17,,Paid Media Manager,P-00702 Paid Media Manager,P3,Brand,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1450,21227369,2022-05-02,2022-05-02,,Web Developer III,P-01669 Web Developer III,P3,Brand,President (Thomas Libretto),Marketing,Massachusetts_Remote,UNITED STATES,UNITED STATES - Massachusetts_Remote
1451,29404725,2024-10-23,2024-11-20,2025-07-28,Marketing Intern,P-02445 Marketing Intern (Position Vacate:07/25/2025),P1,Demand Generation,President (Thomas Libretto),Marketing,LOC-0003,IRELAND,IRELAND - LOC-0003
1452,28213381,2024-04-10,2023-10-09,2025-05-01,Project Manager Contractor,P-02203 Agency Temps (Close:05/01/2025),,Demand Generation,President (Thomas Libretto),Marketing,New_Jersey_Remote,UNITED STATES,UNITED STATES - New_Jersey_Remote
1453,28487324,2024-06-03,2024-05-30,2024-09-26,Recruiting Coordinator,P-02287 Recruiting Coordinator,,Recruiting,Human Experience (KeyAnna Schmiedl),Human Experience,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1454,16172076,2021-07-13,2021-07-12,2023-09-19,Senior Marketing Automation Specialist,P-00534 Senior Marketing Automation Specialist,P2,Demand Generation,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1455,29533470,2024-11-18,2024-11-07,,Event Contractor,P-02510 Consultant,,Events,President (Thomas Libretto),Marketing,Massachusetts_Remote,UNITED STATES,UNITED STATES - Massachusetts_Remote
1456,7004920,2016-07-04,2016-07-05,2023-04-03,Internal Communications Engagement Manager,P-00229 Senior Marketing Associate/Specialist (Close:04/01/2023),P3,Internal Communications,President (Thomas Libretto),Marketing,LOC-0001,UNITED STATES,UNITED STATES - LOC-0001
1457,28213382,2024-04-10,2022-01-10,2025-05-01,Project Manager Contractor,P-02082 Agency Temps (Close:05/01/2025),,Demand Generation,President (Thomas Libretto),Marketing,Massachusetts_Remote,UNITED STATES,UNITED STATES - Massachusetts_Remote
1458,5441514,2015-04-14,2015-04-15,,"Senior Portfolio Manager, Sales Demos",P-00173 Senior Portfolio Manager,P4,Demand Generation,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1459,8946045,2017-11-06,2017-11-06,2023-04-03,Brand Marketing Manager,P-00302 Senior Brand Manager (Close:04/01/2023),P3,Public Relations,President (Thomas Libretto),Marketing,LOC-0001,UNITED STATES,UNITED STATES - LOC-0001
1460,10625283,2018-12-27,2019-01-02,,"Senior Director, HX Strategy Partners - US","P-00415 Senior Director, Human Experience Strategy Partner",M6,People & Places,Human Experience (KeyAnna Schmiedl),Human Experience,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1461,15671163,2021-04-20,2021-04-19,2025-07-22,Senior Video Specialist,P-01147 Senior Video Production Specialist (Position Vacate:07/21/2025),P2,Events,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1462,27888805,2024-02-27,2024-02-20,2024-03-20,Workplace Experience Administrator,P-02298 Workplace Experience Administrator,,Workplace Experience - Dublin,Human Experience,Human Experience,LOC-0003,IRELAND,IRELAND - LOC-0003
1463,20955821,2022-04-18,2022-04-18,,"Director, Learning and Development",P-01632 Leadership Development Director,M5,Learning & Development,Human Experience (KeyAnna Schmiedl),Human Experience,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1464,23838549,2022-10-31,2022-10-31,2025-07-14,Account Based Marketing Specialist,P-01951 Account Based Marketing Specialist (Position Vacate:07/11/2025),P1,Demand Generation,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1465,12637266,2020-02-24,2020-02-24,2025-08-27,"Director, Messaging and Copy","P-00293 Director, Creative (Position Vacate:05/30/2025)",M5,Brand,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1466,21587104,2022-06-01,2022-06-01,,"Manager, Internal Communications","P-01759 Manager, Internal Communications",M3,Corporate Communications,Human Experience (KeyAnna Schmiedl),Human Experience,LOC-0003,IRELAND,IRELAND - LOC-0003
1467,27838164,2024-02-14,2024-02-14,,Human Experience Strategy Partner,P-02245 Human Experience Strategy Partner,P3,People & Places,Human Experience (KeyAnna Schmiedl),Human Experience,LOC-0003,IRELAND,IRELAND - LOC-0003
1468,15965469,2021-06-08,2021-06-07,2025-08-27,Customer Success Operations Analyst,P-01179 Customer Success Operations Analyst (Position Vacate:05/30/2025),P2,GTM Strategy and Operations,President (Thomas Libretto),GTM Strategy and Operations,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1469,28924115,2024-08-14,2024-08-13,2025-08-27,Senior Event Marketing Programs Specialist,P-01164 Senior Events Specialist (Position Vacate:05/30/2025),P2,Events,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1470,10213829,2018-09-18,2018-09-17,,Lead Presentation Designer,P-01191 Lead Presentation Designer,P4,Brand,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1471,27239089,2023-11-06,2023-11-06,2025-08-27,"Vice President, Global Brand Marketing","P-00698 Vice President, Global Brand Marketing (Position Vacate:05/30/2025)",EXEC,Executive Leadership,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1472,16508537,2021-08-10,2021-08-09,,Senior Recruitment Partner,P-00643 Senior Recruitment Partner,P4,Recruiting,Human Experience (KeyAnna Schmiedl),Human Experience,Massachusetts_Remote,UNITED STATES,UNITED STATES - Massachusetts_Remote
1473,21460428,2022-05-23,2022-05-23,2024-10-21,Senior Account Based Marketing Manager,P-01697 Senior Marketing Manager (Position Vacate:10/18/2024),P4,Demand Generation,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1474,27843885,2024-02-16,2024-02-15,2024-05-15,Recruiting Coordinator,P-02287 HX Coordinator,,Recruiting,Human Experience (KeyAnna Schmiedl),Human Experience,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1475,28070830,2024-03-25,2024-03-25,,HX Operations Specialist,P-01640 HX Operations Specialist,P1,People & Places,Human Experience (KeyAnna Schmiedl),Human Experience,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1476,28706344,2024-07-03,2024-07-01,2025-01-03,Consultant,P-02418 Consultant,,Brand,President (Thomas Libretto),Marketing,LOC-0031,IRELAND,IRELAND - LOC-0031
1477,21575497,2022-05-31,2022-05-31,,Content Manager,P-00514 Content Marketing Manager,P3,Demand Generation,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1478,21649811,2022-06-06,2022-06-06,,Speakers Bureau Manager,P-01135 Speakers Bureau Manager,P3,Events,President (Thomas Libretto),Marketing,LOCATION-3-93,UNITED STATES,UNITED STATES - LOCATION-3-93
1479,28507550,2024-06-06,2024-06-03,2025-08-27,Business Development Representative,P-00543 Business Development Representative (Position Vacate:05/30/2025),P2,Inside Sales,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1480,21769209,2022-06-15,2024-08-14,,HX Generalist,P-02449 HX Generalist,P2,Global HX,Human Experience (KeyAnna Schmiedl),Human Experience,LOC-0003,IRELAND,IRELAND - LOC-0003
1481,20256678,2022-03-07,2022-03-07,2025-08-27,"Senior Director, Content Marketing","P-00236 Senior Director, Content Marketing (Position Vacate:05/30/2025)",M6,Brand,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1482,27251145,2023-11-08,2023-11-06,,"Senior Director, Total Rewards","P-01810 Senior Director, Total Rewards",M6,People & Places,Human Experience (KeyAnna Schmiedl),Human Experience,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1483,25579051,2023-03-27,2023-01-02,,Events Contractor,P-02055 ALBOE Independent Contractor,,Events,President (Thomas Libretto),Marketing,Connecticut_Remote,UNITED STATES,UNITED STATES - Connecticut_Remote
1484,6248718,2015-10-06,2015-10-06,,Senior Revenue Enablement Manager,P-01066 Senior Proposal Writer,P4,Request for Proposal,President (Thomas Libretto),GTM Strategy and Operations,LOCATION-3-72,UNITED STATES,UNITED STATES - LOCATION-3-72
1485,18361440,2021-11-02,2021-11-01,2025-05-05,Salesforce Application Engineer,"P-01180 Manager, Salesforce Application Engineering (Position Vacate:05/02/2025)",M3,GTM Technology,President (Thomas Libretto),GTM Strategy and Operations,LOC-0018,UNITED STATES,UNITED STATES - LOC-0018
1486,30173308,2025-03-06,2025-03-04,,"Vice President, Product Marketing & Corporate Communications","P-00432 Vice President, Corporate Communications",E1,Executive Leadership,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1487,17184229,2021-09-21,2021-09-20,2024-04-25,"Director, HRIS","P-01312 Director, HRIS",M5,People & Places,Human Experience (KeyAnna Schmiedl),Human Experience,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1488,28706345,2024-07-03,2024-07-01,2025-06-17,Consultant,P-02414 Consultant,,GTM Strategy and Operations,President (Thomas Libretto),GTM Strategy and Operations,Ontario_Remote,CANADA,CANADA - Ontario_Remote
1489,28807961,2024-07-25,2024-01-01,2024-11-22,Consultant,P-02432 Consultant,,Demand Generation,President (Thomas Libretto),Marketing,Massachusetts_Remote,UNITED STATES,UNITED STATES - Massachusetts_Remote
1490,1480955,2008-11-20,2008-11-10,2024-10-07,Senior Business Development Representative,P-00038 Sr. Business Development Representative (Position Vacate:10/04/2024),P3,Inside Sales,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1491,8105856,2017-04-25,2017-05-01,2025-04-25,Demand Generation Manager,P-00280 Demand Generation Manager (Position Vacate:04/24/2025),P3,Demand Generation,President (Thomas Libretto),Marketing,LOCATION-3-72,UNITED STATES,UNITED STATES - LOCATION-3-72
1492,21575496,2022-05-31,2022-05-31,2023-07-19,Sequence Writing Specialist,P-01630 Sequence Writing Specialist,P1,Field Marketing,President (Thomas Libretto),Marketing,California_Remote,UNITED STATES,UNITED STATES - California_Remote
1493,22281346,2022-07-20,2022-07-13,2023-05-23,Human Experience Project Manager,P-01637 HX Project Manager,P3,,HX,Human Experience,LOC-0003,IRELAND,IRELAND - LOC-0003
1494,28986060,2024-08-28,2024-08-27,2025-08-27,Marketing Web Developer,P-02404 Web Developer III (Position Vacate:05/30/2025),P3,Brand,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1495,3857480,2013-08-27,2013-08-05,,Practice Leader and Strategist,P-00109 Practice Leader and Strategist,M6,Customer Education and Enablement,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1496,28275364,2024-04-25,2024-04-24,2024-08-19,HX Coordinator,P-02352 HX Coordinator,,Recruiting,Human Experience (KeyAnna Schmiedl),Human Experience,LOC-0003,IRELAND,IRELAND - LOC-0003
1497,28410305,2024-05-22,2024-05-22,2024-05-28,Business Development Representative,P-02333 Business Development Representative,P2,Inside Sales,President (Thomas Libretto),Marketing,LOC-0003,IRELAND,IRELAND - LOC-0003
1498,28986058,2024-08-28,2024-08-27,,HX Generalist,P-01617 HX Generalist,P2,People & Places,Human Experience (KeyAnna Schmiedl),Human Experience,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1499,21460426,2022-05-23,2022-05-18,2023-06-20,Digital Marketing Project Manager,P-01737 Digital Marketing Project Manager,P3,Demand Generation,President (Thomas Libretto),Marketing,LOC-0003,IRELAND,IRELAND - LOC-0003
1500,3420560,2013-04-15,2013-04-08,,"Director, Workplace Experience","P-00098 Director, Workplace Experience",M5,Workplace Experience - USA,Human Experience (KeyAnna Schmiedl),Human Experience,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1501,28723922,2024-07-08,2024-07-01,2025-05-01,Project Manager Contractor,P-02419 Agency Temps (Close:05/01/2025),,Demand Generation,President (Thomas Libretto),Marketing,Massachusetts_Remote,UNITED STATES,UNITED STATES - Massachusetts_Remote
1502,6538526,2016-01-27,2016-04-15,2023-01-11,Brand Marketing Contractor,P-00676 Marketing Contractor,,Public Relations,Marketing (Thomas Libretto),Marketing,LOC-0014,UNITED STATES,UNITED STATES - LOC-0014
1503,16075888,2021-06-30,2021-06-28,,Senior Paid Media Manager,"P-01177 Senior Manager, Paid Media",M4,Brand,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1504,19294688,2022-01-04,2022-01-04,2025-01-20,"Project Manager, Events",P-01528 Project Manager (Position Vacate:01/17/2025),P3,Marketing Operations,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1505,26061931,2023-05-02,2023-06-01,2024-05-13,Workplace Experience Administrator,P-02062 Operations Associate 2 (Position Vacate:05/10/2024),S2,Workplace Experience - Dublin,Human Experience (KeyAnna Schmiedl),Human Experience,LOC-0003,IRELAND,IRELAND - LOC-0003
1506,9267995,2018-01-17,2018-01-19,,Senior Program Manager,P-02117 Senior Program Manager,P4,People & Places,Human Experience (KeyAnna Schmiedl),Human Experience,Maryland_Remote,UNITED STATES,UNITED STATES - Maryland_Remote
1507,15749194,2021-05-11,2021-05-10,,Human Experience Strategy Partner,P-01083 Human Experience Strategy Partner,P3,People & Places,Human Experience (KeyAnna Schmiedl),Human Experience,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1508,19294686,2022-01-04,2022-01-04,2025-06-02,Recruitment Partner,P-00458 Recruitment Partner (Position Vacate:05/30/2025),P3,Recruiting,Human Experience (KeyAnna Schmiedl),Human Experience,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1509,21575498,2022-05-31,2022-05-31,2023-04-03,Executive Assistant,P-01660 Executive Assistant (Close:04/01/2023),P3,People & Places,Finance & Operations (Scott Dussault),Human Experience,LOC-0014,UNITED STATES,UNITED STATES - LOC-0014
1510,21151813,2022-04-25,2022-04-25,,Senior Content Strategy Manager,P-01735 Senior Content Marketing Manager,P4,Brand,President (Thomas Libretto),Marketing,Maryland_Remote,UNITED STATES,UNITED STATES - Maryland_Remote
1511,11226039,2019-06-03,2020-09-08,2023-05-02,Content Marketing Specialist,P-01207 Content Marketing Specialist,P1,Public Relations,President (Thomas Libretto),Marketing,LOC-0001,UNITED STATES,UNITED STATES - LOC-0001
1512,8105855,2017-04-25,2017-04-24,2023-04-03,Senior Project Manager,P-00278 Sr. Project Manager (Close:04/01/2023),P4,Creative,President (Thomas Libretto),Marketing,LOC-0001,UNITED STATES,UNITED STATES - LOC-0001
1513,27001332,2023-09-11,2021-07-26,2024-07-01,Cella Contractor,P-02071 Agency Temps,,Brand,President (Thomas Libretto),Marketing,LOCATION-3-125,UNITED STATES,UNITED STATES - LOCATION-3-125
1514,28807959,2024-07-25,2024-01-01,,Consultant,P-02434 Consultant,,Demand Generation,President (Thomas Libretto),Marketing,LOCATION-3-60,UNITED STATES,UNITED STATES - LOCATION-3-60
1515,4290102,2014-02-19,2014-06-16,2025-03-10,Contact Acquisition Representative,P-00128 Contact Acquisition Representative (Position Vacate:03/07/2025),S3,GTM Strategy and Operations,President (Thomas Libretto),GTM Strategy and Operations,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1516,15396235,2021-02-09,2021-02-08,2022-12-21,Marketing Coordinator- Customer,P-00700 Marketing Coordinator,P1,Field Marketing,Marketing (Thomas Libretto),Marketing,LOC-0024,UNITED STATES,UNITED STATES - LOC-0024
1517,10213828,2018-09-18,2024-01-02,,"Director, Video Studio","P-02241 Director, Video Production",M5,Events,President (Thomas Libretto),Marketing,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1518,27345034,2023-11-30,2023-10-30,2024-07-10,Consultant,P-02106 Consultant,,Brand,President (Thomas Libretto),Marketing,LOCATION-3-151,INDIA,INDIA - LOCATION-3-151
1519,12535464,2020-01-17,2020-01-20,2023-04-03,"VP, Customer Acquisition, Retention, & Advocacy","P-00625 VP, Customer Acquisition, Retention, & Advocacy (Close:04/01/2023)",EXEC,Executive Leadership,President (Thomas Libretto),Marketing,LOC-0001,UNITED STATES,UNITED STATES - LOC-0001
1520,14147942,2020-11-24,2020-11-23,2023-04-03,Senior Public Relations Specialist,P-01024 Public Relations Senior Specialist (Close:04/01/2023),P2,Public Relations,President (Thomas Libretto),Marketing,LOC-0001,UNITED STATES,UNITED STATES - LOC-0001
1521,9000820,2017-12-01,2017-12-04,,Database Specialist,P-00308 Brand Marketing Specialist,P1,GTM Strategy and Operations,President (Thomas Libretto),GTM Strategy and Operations,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1522,27809468,2024-02-06,2024-02-06,,Associate Learning & Development Partner,P-02265 Associate Talent Development Partner,P2,Learning & Development,Human Experience (KeyAnna Schmiedl),Human Experience,LOC-0003,IRELAND,IRELAND - LOC-0003
1523,10673727,2019-01-11,2019-01-14,2025-02-10,Senior Principal Data Analyst,P-00421 Senior Principal Data Analyst (Position Vacate:02/07/2025),P6,Business Analytics,Product (Kevin Heinzelman),Product,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1524,19395376,2022-01-10,2022-01-10,,"Director, Store Experience","P-01186 Director, Product Management",M5,Product Management,Product (Kevin Heinzelman),Product,LOCATION-3-62,UNITED STATES,UNITED STATES - LOCATION-3-62
1525,27912367,2024-03-04,2024-03-04,2024-08-19,Consultant,P-02307 Consultant,,Product Management,Technology (Jonathan Hyland),Product,Massachusetts_Remote,UNITED STATES,UNITED STATES - Massachusetts_Remote
1526,14455528,2021-01-19,2021-01-18,2023-05-23,"Senior Manager, Analytics - Marketing and Product","P-01050 Senior Manager, Marketing and Product Analytics (Position Vacate:05/10/2023)",M4,WHiQ,Product (Christopher Campbell),Product,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1527,22281372,2022-07-20,2022-07-18,2022-12-06,Strategy & Consulting Co-op,P-01827 Strategy & Consulting Co-op (Position Vacate:12/05/2022),Hourly,WHiQ,Product (Christopher Campbell),Product,LOC-0018,UNITED STATES,UNITED STATES - LOC-0018
1528,2852935,2012-05-03,2012-05-08,,Senior Product Manager,P-00078 Senior Product Manager,P4,Product Management,Product (Kevin Heinzelman),Product,LOCATION-3-349,IRELAND,IRELAND - LOCATION-3-349
1529,26834814,2023-08-14,2023-08-07,,"Director, Business Analytics","P-02118 Director, Business Analytics",M5,Business Analytics,Product (Kevin Heinzelman),Product,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1530,19608819,2022-01-24,2022-01-24,2024-02-02,Senior Data Analyst - Product,P-00824 Sr. Product Data Analyst (Position Vacate:01/31/2024),P4,WHiQ,Strategic Planning & Business Analytics (Alison Campbell),Product,LOCATION-3-71,UNITED STATES,UNITED STATES - LOCATION-3-71
1531,25014539,2023-01-31,2024-07-03,2025-08-27,Associate Product Designer,P-02358 Associate Product Designer,P1,Product Design,Product (Kevin Heinzelman),Product,LOC-0003,IRELAND,IRELAND - LOC-0003
1532,18623161,2021-11-18,2021-11-17,2024-10-29,Product Manager,P-01317 Product Owner (Position Vacate:10/28/2024),P3,Product Management,Product (Kevin Heinzelman),Product,LOC-0003,IRELAND,IRELAND - LOC-0003
1533,27912366,2024-03-04,2024-03-04,2024-08-19,Consultant,P-02306 Consultant,,Product Management,Technology (Jonathan Hyland),Product,Massachusetts_Remote,UNITED STATES,UNITED STATES - Massachusetts_Remote
1534,21587103,2022-06-01,2022-06-01,2023-05-23,Senior Product Designer,P-01718 Senior Product Designer,P4,Product Design,Product (Christopher Campbell),Product,LOC-0003,IRELAND,IRELAND - LOC-0003
1535,27571012,2024-01-05,2024-01-02,2025-06-09,"Senior Manager, Business Analytics","P-02116 Senior Manager, Business Analytics (Position Vacate:06/06/2025)",M4,Business Analytics,Product (Kevin Heinzelman),Product,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1536,20344300,2022-03-14,2023-01-23,2025-04-14,NLP Data Scientist,P-02054 NLP Engineer (Position Vacate:04/11/2025),P3,WHiQ,Product (Kevin Heinzelman),Product,Massachusetts_Remote,UNITED STATES,UNITED STATES - Massachusetts_Remote
1537,22767241,2022-08-22,2022-08-22,,Principal Data Analyst,P-01894 Principal Data Analyst,P5,Business Analytics,Product (Kevin Heinzelman),Product,Texas_Remote,UNITED STATES,UNITED STATES - Texas_Remote
1538,16735189,2021-08-27,2021-06-02,2024-01-04,Senior Software Engineer,P-00787 Independent Contractor,,Engineering,Bill Lilegdon,Product,Poland_EPAM,BELARUS,BELARUS - Poland_EPAM
1539,19498389,2022-01-17,2022-01-17,2025-08-27,Product Manager,P-01259 Product Manager,P3,Product Management,Product (Kevin Heinzelman),Product,LOC-0003,IRELAND,IRELAND - LOC-0003
1540,21649422,2022-06-06,2022-06-06,2023-04-03,NLP Software Engineer,P-01604 NLP Software Engineer (Close:04/01/2023),P3,WHiQ,Product (Christopher Campbell),Product,LOC-0009,UNITED STATES,UNITED STATES - LOC-0009
1541,30173312,2025-03-06,2025-03-05,,Product Manager,P-02490 Product Manager,P3,Product Management,Product (Kevin Heinzelman),Product,LOC-0003,IRELAND,IRELAND - LOC-0003
1542,10460409,2018-11-09,2018-11-13,2023-04-03,"Senior Director, NLP","P-00402 Senior Director, NLP (Close:04/01/2023)",M6,WHiQ,Product (Christopher Campbell),Product,LOC-0001,UNITED STATES,UNITED STATES - LOC-0001
1543,13606936,2020-08-25,2022-02-28,,Associate Engineer - NLP,P-01650 Associate NLP Engineer,P2,WHiQ,Product (Kevin Heinzelman),Product,Georgia_Remote,UNITED STATES,UNITED STATES - Georgia_Remote
1544,19066016,2021-12-20,2021-12-15,2024-12-02,Senior Product Manager,P-01298 Senior Product Manager (Position Vacate:11/29/2024),P4,Product Management,Product (Kevin Heinzelman),Product,LOC-0003,IRELAND,IRELAND - LOC-0003
1545,23469783,2022-09-28,2022-09-28,,Principal Product Designer,P-01049 Principal Product Designer,P5,Product Design,Product (Kevin Heinzelman),Product,LOC-0031,IRELAND,IRELAND - LOC-0031
1546,19066010,2021-12-20,2021-12-15,,Senior Product Manager,P-00468 Senior Product Manager,P4,Product Management,Product (Kevin Heinzelman),Product,LOC-0003,IRELAND,IRELAND - LOC-0003
1547,8180099,2017-05-24,2017-05-22,2025-08-27,Product Manager,P-01750 Product Manager,P3,Product Management,Product (Kevin Heinzelman),Product,LOC-0003,IRELAND,IRELAND - LOC-0003
1548,1377756,2008-07-04,2008-07-01,2023-05-23,"Senior Manager, Engineering","P-00036 Manager, Product",M4,Engineering,Product (Christopher Campbell),Product,LOC-0003,IRELAND,IRELAND - LOC-0003
1549,24310377,2022-12-05,2022-12-05,2023-11-06,"Vice President, Product Development Operations","P-02030 VP, Product Management (Position Vacate:11/03/2023)",EXEC,Executive Leadership,,Product,LOC-0012,UNITED STATES,UNITED STATES - LOC-0012
1550,15965467,2021-06-08,2021-06-08,,Principal Product Designer,P-01123 Principal Product Designer,P5,Product Design,Product (Kevin Heinzelman),Product,LOC-0031,IRELAND,IRELAND - LOC-0031
1551,27216672,2023-11-01,2023-10-25,,Senior Product Designer,P-00117 Senior Product Designer,P4,Product Design,Product (Kevin Heinzelman),Product,LOC-0003,IRELAND,IRELAND - LOC-0003
1552,21740698,2022-06-13,2022-06-13,,People Data Analyst,P-01005 Data Analyst III,P3,WHiQ,Product (Kevin Heinzelman),Product,LOCATION-3-114,UNITED STATES,UNITED STATES - LOCATION-3-114
1553,19294694,2022-01-04,2022-01-04,2023-02-15,Senior Product Owner,P-01502 Sr. Product Owner (Position Vacate:02/14/2023),P4,Product Management,Product (Christopher Campbell),Product,LOC-0003,IRELAND,IRELAND - LOC-0003
1554,29077431,2024-09-12,2024-09-11,,Senior Product Manager,P-02413 Senior Product Manager,P4,Product Management,Product (Kevin Heinzelman),Product,LOC-0003,IRELAND,IRELAND - LOC-0003
1555,16005642,2021-06-15,2021-06-14,,"Senior Director, Product Management","P-01102 Senior Director, Product Management",M6,Product Management,Product (Kevin Heinzelman),Product,USA_HQ_2,UNITED STATES,UNITED STATES - USA_HQ_2
1556,20835795,2022-04-06,2022-04-06,2023-04-03,"Manager, Product Design","P-01643 Manager, Product Design",M3,Product Design,Product (Christopher Campbell),Product,LOCATION-3-158,UNITED KINGDOM,UNITED KINGDOM - LOCATION-3-158
1557,15617083,2021-04-08,2021-04-07,2024-03-18,Senior Product Manager,P-00094 Senior Product Manager (Position Vacate:03/14/2024),P4,Product Management,Kevin Heinzelman,Product,UK_Remote,UNITED KINGDOM,UNITED KINGDOM - UK_Remote
